text_idx,sentence_idx,verb,sentence,verb_idx,label
fpb-fragment01,1207,become,"Elinor was sometimes at a loss for the right word , or name , and then became impatient with herself ; she was often frustrated because she could n't move as swiftly as she did before .",16,0
kbw-fragment11,4178,get,We seem to have got one spare video if we do n't get it watched before Wednesday .,12,0
b1g-fragment02,1091,ensure,"Fortunately , technical developments have ensured that the increase in computing power per unit cost has been growing at about an order of magnitude every 6 years over the last three decades .",5,0
g0l-fragment01,377,laugh,He laughed .,1,0
kbw-fragment17,6281,know,and it does mean that they can relax you know about work and everything,9,0
kb7-fragment10,2253,know,"You know I mean other than that , no I mean it it 's not as if",1,0
fpb-fragment01,1371,know,"She was in hospital for six weeks , and I was the only one who knew it was n't an accident .",15,0
clp-fragment01,745,acquire,Task analysis has not and can not be reduced to a set of standardised procedures which the aspiring analyst could acquire in a formal training course .,20,1
a7y-fragment03,203,repair,It was surely repugnant to commonsense that in this area of legal activity a local authority should be prosecuted by one of its tenants without first being given the opportunity by that tenant to remedy the consequences of a neglect to repair the dwelling that the tenant occupied .,41,0
g0l-fragment01,218,want,They did n't want the Yanks stumbling in and screwing up in an attempt to force the issue .,3,0
kcf-fragment14,1434,forget,And do n't forget we 're going down the fracture clinic Alison !,3,0
cb5-fragment02,3261,tell,"I 'm afraid it 's true , Mrs Carson told them .",9,0
kbw-fragment04,2695,watch,You 're going to watch Rosie and Jim dear .,4,0
kbh-fragment02,236,please,"Charlotte please do n't talk with your mouth full , there 's a good girl .",1,0
kbw-fragment42,14920,think,"When we 've had half a whole , I 'm thinking half a whole",10,0
ea7-fragment03,846,justify,He became Robert of Jerusalem to his contemporaries ; his deeds were recorded in the Song of Antioch ; his pious bravery totally expunged the memory of Robert the Frisian 's usurpation ; and after his death his son Baldwin VII harped on his father 's achievement to justify his substantial use of coercion against the enemies of the church .,48,0
ab9-fragment03,986,let,"You are letting this disappointment and that 's all it is , you 're still a very well-off young woman get in the way of everything .",2,1
fet-fragment01,79,carry,Under his arm he carried a folded newspaper with that day 's headline : PEACE MOTHER DIES .,4,0
kcv-fragment42,4497,overlap,Eating eating all day long overlap,5,0
a6u-fragment02,173,arise,"While the first wave of popular interest arose with the 1982 Whitechapel exhibition instigated by Laura Mulvey and Peter Wollen , it was the publication of Hayden Herrera 's biography of Kahlo in 1983 which has led to her current cult status .",7,1
amm-fragment02,1629,occupy,"Since many kinds of trilobites co-existed at any one time they were probably occupying different ecological niches , behaving in different ways , corresponding with the wide variation in shape that they show .",13,1
kcu-fragment02,2115,know,"So I said er but I know you 're off to Torquay on Friday with Di , cos that 's him hinting , thank God it 's out !",6,0
fpb-fragment01,1101,want,You never want to make a man the centre of your existence .,2,0
b1g-fragment02,1157,chronicle,"In these circumstances , it is scarcely surprising that there is evidence of international and interdisciplinary dispute , as Terney ( 1989 ) has chronicled in regard to IGBP .",24,0
clp-fragment01,762,involve,Those not involved find it difficult to gain very much from a presentation of a task description .,2,0
kcc-fragment02,41,follow,"We goes up town the following week then to get and I forget what I was looking for , oh it was I was looking for your blouse",5,1
kb7-fragment10,2148,mean,"I mean I did have some of the boxes in there until I sort of , thought while I was sorting things out .",1,0
ac2-fragment06,1507,feel,But I can understand how you feel .,6,1
c8t-fragment01,40,judge,"It was , he judged , almost twenty feet long and obviously served the triple purpose of sitting room , working place and office .",4,0
c8t-fragment01,48,hold,"Was it the faint smell of herbs and newly baked dough , the soft ticking of the wall-mounted clock which seemed both to mark the passing seconds and yet to hold time in thrall , the rhythmic moaning of the sea through the half-open door , the sense of well-fed ease conveyed by the two cushioned armchairs , the open hearth ?",30,1
a1n-fragment18,345,take,"Had either of the teams won , they would have taken the League leadership .",10,1
ew1-fragment01,56,seek,Law conceived of the role of the leader in an exactly opposite sense from Balfour : he sought to foster unity by placing himself at the head of the discordant elements where Balfour had thrown the leadership on the side of restraint .,17,1
a7s-fragment03,67,see,"He described being taken over the years to see his sick , and finally dying and almost certainly innocent father in another prison .",8,0
kbw-fragment42,15064,daddy,daddy,0,0
cb5-fragment02,3198,prepare,She sat down and prepared to wait as long as was necessary .,4,0
ahc-fragment60,1246,cease,"A mile above the shepherd 's hut the hillsides ceased their upward rolling and curved together to form a dead-end valley of broad-breasted slopes five miles from the nearest tarmac road , hidden deep in the folds of the moors .",9,1
amm-fragment02,1642,turn,"It turns out that our animal was able to see in almost every direction upwards , downwards , sideways and forwards , and even backwards , because the eyes bulged out beyond the line of the rest of the body .",1,1
clp-fragment01,746,remain,The techniques just described are no more than guidelines in what remains the creative art of studying and describing what an experienced worker is doing or will be required to do .,11,0
kb7-fragment10,2249,know,I mean I 'm not saying he 's alcoholic but he goes out with the lads and he you know he 'll he 'll sort of thud up the stairs .,19,0
a1h-fragment05,75,find,"Like many young American composers he studied with Nadia Boulanger , but after 1925 set out to achieve the discipline of spontaneity which he found in Stein 's writings .",24,1
fpb-fragment01,1086,seem,"As Gilda held out her glass to be refilled , she added reflectively , Although you seem more lonely than horny .",16,0
a9j-fragment01,25,uproot,"Harsh measures putting an entire community under an absolute curfew for a continuous lengthy period of time , demolishing homes , uprooting olive or citrus trees , physical intimidation and terror tactics employed by raiding army units , shooting , killing , cutting off water or electricity supplies and telephone links to villages or towns , mass arrests , intimidatory interrogation techniques can either create a temporary lull or activate an eruption .",21,0
b1g-fragment02,1093,set,"Moreover , the advent of low-cost , high-density-storage devices like CD-ROMs may well make substantial data sets available even to those with modest computing power : a CD-ROM , for instance , can hold about 600 megabytes ( i.e. 10&sup6 ; bytes ) , can be reproduced currently for about Ã¥Â£1 and read on a device costing about Ã¥Â£400 .",16,0
ahb-fragment51,752,think,"We want everyone to be licensed , but the Government did n't think it necessary .",12,1
kbw-fragment42,14782,matter,It does n't matter what ?,3,0
a1g-fragment26,389,include,"DOZENS more East German refugees arrived outside the West German embassy yesterday seeking asylum and passage to the West , including some who missed by only a few minutes a train that took more than 800 of their compatriots to West Germany .",20,0
ac2-fragment06,1424,know,He does n't know the inside track any more than Klepner .,3,0
a4d-fragment02,111,state,"However , Caithness himself stated that this first selection was in no way a definitive list",4,0
kbp-fragment09,3773,sit,You could feel the atmosphere when you were sat in the car .,8,0
kbh-fragment02,274,catch,"Catch it , one two three catch it , one two three .",0,0
kbp-fragment09,3901,think,I thought,1,0
a1p-fragment03,70,earn,"As for his colleagues , Mr Smith said : We 're all agreed that we can not spend what we have not earned and we intend to earn it before we spend it .",27,0
c8t-fragment01,42,hold,In the centre of the room was a large wooden table holding a stoneware jar of dried flowers .,11,1
bpa-fragment14,2179,provide,"Nell would never rest until she could get closer to confirm her worst suspicions , and paradoxically it was the woman in her that provided the intensity of emotion that would let nothing stand in her way .",24,0
amm-fragment02,1762,see,"It is difficult to see how the compact feet of the sauropod could avoid becoming stuck fast in the soft , muddy bottom of a lake .",4,1
kbw-fragment04,2632,hear,It 's just that I can actually hear it .,7,0
a8n-fragment19,320,float,"Oldham took up the attack again and Barlow , who had a fine match at left-back , totally containing Rocastle , floated in a deep cross beyond Winterburn .",21,1
ac2-fragment06,1394,discuss,"Notwithstanding current problems which they discussed lightly , it had all been wonderful .",5,0
b1g-fragment02,904,see,"An argument by many atmospheric physicists , for example , is that shortcomings in the accuracy of weather prediction over periods of more than a few days largely results from the unsophisticated nature of existing models , the lack of suitable data and inadequate computer power ( see Fig. 9.3 , derived from Tyler 1989 ) .",47,0
ahb-fragment51,705,rent,Property : Do n't let yourself in for trouble Choosing the right agent is essential if you want to rent your property .,19,0
b1g-fragment02,1532,draw,"First , attention should be drawn to the new directive from the Department of Health to regional and district health authorities to review the health of the population .",5,1
as6-fragment02,387,remain,"But the concern with overcoming political marginality remained on the sidelines of the main public debate because it questioned the perception of the rioters as driven by irrational , uncivilized , and criminal instincts .",7,1
kbw-fragment11,4197,say,And she said he has to go trotting to Exeter two or three times a week now .,2,0
ccw-fragment03,1671,glanced,He glanced at the paint pot and brush that I was still holding .,1,0
b1g-fragment02,1061,obviate,No other data collection methodology obviates the short distance variation in data sets induced by variations in data collection and aggregation methodology typically encountered between adjacent nation states .,5,0
b1g-fragment02,1018,lead,"The unavoidable reliance upon existing data sets led to many problems due to non-harmonization even of commonly used variables , e.g. eight different definitions of potential evapo-transpiration were in use in the Member States and maximum temperature at each weather station was defined in at least four different ways ;",7,0
ahf-fragment24,586,await,"Meadowell has even discovered a new martyr in the shape of one Willy Hunter , a local hard nut awaiting trial for murder , and allegedly the victim of a police frame-up .",19,0
kbd-fragment07,2293,need,Oh I need some,2,0
kbw-fragment04,2468,make,Why they keep on making new bulbs ?,4,1
kbh-fragment02,159,need,What else do I need ?,4,0
kbd-fragment07,2709,say,"Anyway , so erm he said , but you know he was saying to them that er , it 's not just at the bottom end , he said , in our village in Wales we 've got the Sun have now positioned two reporters who have lived in the village the these they sit in a car outside his house day and night",5,0
kbw-fragment11,4112,tell,I 've told you what we 're gon na for Christopher have n't I ?,2,0
kbc-fragment13,5876,get,Well well he has n't got a father so he regards you does n't he ?,5,1
ab9-fragment03,1014,come,"Francis Morgan stood and stared at them , and even before the man stepped forward steadily , hand extended , mouth opening to speak , he understood who they were and what they had come to tell him .",34,0
fpb-fragment01,1215,sound,The doorbell sounded .,2,0
as6-fragment02,387,drive,"But the concern with overcoming political marginality remained on the sidelines of the main public debate because it questioned the perception of the rioters as driven by irrational , uncivilized , and criminal instincts .",25,1
kbp-fragment09,3673,think,I thought it would be,1,0
b1g-fragment02,1467,concern,"For instance , one hypothesis concerns the role of electromagnetic radiation , a source of which is overhead high-voltage transmission lines as noted earlier .",5,0
ac2-fragment06,1469,come,The only thing you can be sure of is that US interest will always come first .,14,1
alp-fragment01,94,assist,Probably the best illustration of the assisting method in action during the course comes in the fifth session when Somerset practitioners take the logic of working with the problem in the community to its ultimate conclusion .,6,0
ab9-fragment03,1013,set,"The man , a stocky , greying fifty-year-old in a navy raincoat over a suit , his hair cut short , was attended by a uniformed policewoman , hair smartly set under the cap , her eyes watchful in the wide , flat , placid face , and both of them were standing square and stolid .",30,0
g0l-fragment01,48,look,"Sorge looked round the table , saw their undisguised curiosity .",1,0
ea7-fragment03,836,offer,They offered opportunities for men of skill to acquire great position in the world Arnoul of Ardres caught the eye of Countess Ida of Boulogne through his exploits ; and they also conferred lustre on the great Geoffrey le Bel and Philip of Alsace were throughout France for their distinguished performances in these show battles .,1,1
ahb-fragment51,725,promise,"Last week he promised to supply us with a written explanation of the way his company had treated Debbie , but it never arrived .",3,0
kbw-fragment17,5989,get,Cos we 've got the AGM in two weeks time,3,1
kbc-fragment13,6004,live,Well I reckon she lived er a couple of years after the stroke Gordon .,4,0
kbp-fragment09,3851,calm,"But now yeah it took him a while to calm down but he 's a very nice fellow now , very nice chap .",9,0
kbp-fragment09,4105,drawing,"Drawing , oh well !",0,1
kcf-fragment14,1283,put,"Yeah but , I mean , people are allowed now to put their own in are n't they ?",11,0
a1j-fragment34,545,require,I can not honestly see that a system which would require us to compromise the morning after the election is really so morally inferior to a system which has already obliged us to compromise our policies two years before polling day .,10,0
al0-fragment06,184,break,"Since 1986 Rytasha has broken awayfrom her guru and set up on her own with a charity called Food Relief International , which raises money from the fiercely competitive matrons of Palm Beach and distributes it to the starving people of Bangladesh .",4,1
ea7-fragment03,820,bestow,"A royal banner now bestowed respectability on a cause ; kings ' wars were assumed to be for the sake of peace , even when cripplingly expensive and increasingly savage .",4,1
cdb-fragment02,456,lie,"The house that when he first saw it had seemed to float on a raft of golden mist , now lay in a wilderness , amidst ragged grass and straggling bushes and trees dead from the heat .",20,1
ahb-fragment51,716,pass,"Finally , after the third month passed with no rent received , Debbie phoned the tenants , asked them to pay her directly , and sent Landlords a recorded-delivery letter , which was returned , and finally one by ordinary post stating that Landlords were no longer employed as the managing agents .",6,1
crs-fragment01,6,encounter,This chapter is an account of the way they perceived attempts to develop integrated provision for under fives and the barriers in attitudes and systems which were encountered .,27,1
as6-fragment01,12,need,"The 1964 Labour Government was elected on a tide of impatience at the slackening pace of social reform , but also of optimism that little more than economic growth , fuelled by technological change , was needed to remove the main causes of urban deprivation ( MacGregor , 1981 ) .",36,0
fpb-fragment01,1180,give,"After being given clearance to land , Miranda , following her instructor 's directions , started her approach ; she throttled back to reduce speed and control her descent as she flew towards the threshold the point just before she intended to touch down .",2,1
crs-fragment01,84,gain,"The findings were documented in a report A Place For All Our Children ( CCUF 1983 ) and an analysis was prepared of the practical and bureaucratic problems in gaining an ordinary childcare place for a child with special needs , with suggestions for how these might be overcome .",29,0
cb5-fragment02,3376,promise,I promise .,1,0
a1f-fragment06,144,ignore,"Sir : I was interested by your juxtaposition of Poll predicts 42-seat majority for Labour with Tories hold on ( 30 September ) , the latter referring , of course , to the Conservative victory in Wandsworth , the significance of which appears to have been almost totally ignored by the media .",48,0
kbd-fragment07,2260,go,Anything goes fast after Friday .,1,1
a8r-fragment02,56,become,The process becomes demand driven by the user .,2,0
a1n-fragment18,363,walk,"Davis , of course , would have walked into England 's team in Poland a week on Wednesday ; until last season 's prolonged suspension , followed by injury , Bobby Robson had him firmly pencilled in as Bryan Robson 's replacement .",7,1
cdb-fragment02,403,alert,The Suffolk police had begun hunting up previous owners of Wyvis Hall and they had been alerted that a Verne-Smith lived in their area .,16,0
fpb-fragment01,1222,take,"She says the Colonel 's taken up petit point , and Miss Hawkins is teaching him .",5,0
a7s-fragment03,52,shiver,"Yet given what we have learned about links between the security services and the Loyalist paramilitaries in Northern Ireland , and the deep suspicion about surrogate murders , you ca n't shrug off the shiver Conlon 's words bring .",34,0
a1e-fragment01,3,seems,"IT SEEMS that Roland Franklin , the latest unbundler to appear in the UK , has made a fatal error in the preparation of his Ã¥Â£697m break-up bid for stationery and packaging group DRG .",1,0
bpa-fragment14,2244,owe,I think we owe it to that pathetic creature in there .,3,1
b1g-fragment02,1193,subdivide,Each of these may be further subdivided and the typology shown in Fig. 10.1 draws upon the classic work of Burton and Kates ( 1964 ) in separating geophysical from biological hazards and Zeigler et al. ( 1983 ) in distinguishing public ( or what we might call societal ) hazards from private ( individual ) ones .,6,0
a7s-fragment03,51,assume,You might have assumed this was the police bluffing and bullying .,3,1
kbj-fragment17,1525,get,Have you got,2,0
a1h-fragment06,133,seem,"Keller was made a Steward of Henley Royal Regatta in 1976 , a time when the proliferation of new six-lane , still-water courses around the world , which had emerged under his guidance , seemed a threat to the regatta founded in 1829 .",34,0
as6-fragment01,99,usher,The increased scale of operations also ushered in another fashion of the 1980s new management structures .,6,1
as6-fragment01,30,heated,"This mixture , heated by recession and high unemployment , inevitably generates a high level of crime .",3,1
cb5-fragment02,3222,leave,"There 's Sean O'Farrell and the master left in a hurry this hour past for New York City , both without a bite inside them and now you .",7,0
ab9-fragment03,976,divert,"It was Grizel Huntley 's own view that her brother had not been fooled at all but had been charmed and diverted by a dashing girl thirty years his junior , and had seen no reason at all why she should not have a share of his considerable estate when that left a very decent down-setting for his niece as well .",21,1
kbh-fragment02,133,kick,"She keeps kicking her legs and going , ah , ah .",2,0
ew1-fragment01,83,introduce,A new canvass system was introduced in 1911 so that all county constituencies would operate the same system and so that duplicate records could be kept at area level .,5,1
fet-fragment01,8,spread,"He sat down and saw a bifurcated path , simmering with gold heat round and under the rising , spreading blue-black-green down-pointing vanes of a great pine , still widening where the frame interrupted its soaring .",19,1
b1g-fragment02,1431,model,Additional algorithms are used to model total building damage costs for each grid cell based on water-depth and speed-depth rating curves .,5,0
a9j-fragment01,39,regard,"Its significance lies in its double message : that the aim of the Palestinian struggle is the establishment of Palestinian independence , and that this independence is regarded as being not at Israel 's expense .",27,1
a1m-fragment01,35,function,Henning Albrechsten reckons that it takes three years for a telecottage to be able to function without subsidy .,15,0
kbw-fragment42,15012,build,"the rain came down and the floods came up and the house on the rocks slid down , but the foolish man built his house upon the sand , the foolish man built his house upon the sand , the foolish man built his house upon the sand and the rain came tumbling down",22,0
a1j-fragment34,550,say,"Mr Hattersley said giving disproportionate power to small , minority centre parties would not improve democracy .",2,0
kcu-fragment02,1576,get,You do n't get nothing on them chickens ?,3,0
a9j-fragment01,25,activate,"Harsh measures putting an entire community under an absolute curfew for a continuous lengthy period of time , demolishing homes , uprooting olive or citrus trees , physical intimidation and terror tactics employed by raiding army units , shooting , killing , cutting off water or electricity supplies and telephone links to villages or towns , mass arrests , intimidatory interrogation techniques can either create a temporary lull or activate an eruption .",69,1
b1g-fragment02,1217,see,In the UK ( see Petts 1988 for a splendid overview ) the Health and Safety Executive must be notified of sites where hazardous substances in excess of threshold limits are handled .,4,0
a2d-fragment05,37,reject,"The John Wayne stereotype was rejected , along with his conservative values , he said .",5,0
amm-fragment02,1755,wallow,"Most of the popular books showing the Mesozoic giants in their natural setting portray them wallowing about in swamps flanked by deep vegetation , their bodies largely under water .",15,0
a3c-fragment05,228,call,The people of Munich call their version of Weissbier breakfast beer and have it with a pair of coddled veal sausages .,4,0
clp-fragment01,885,provide,"Often the manual has to be provided hurriedly at the end of a project when the budget is running out , and it is regarded as a tiresome chore still required after the essential design work has been completed .",6,0
a3e-fragment03,41,pretend,Trellis is a useful compromise and you can always pretend it was forced on you by the speed of growth of your climbing rose .,9,0
kbw-fragment17,6209,know,But her mum I mean I know,6,0
acj-fragment01,5,cause,"For practical purposes , the culpable causing of another person 's death may fairly be regarded as the most serious offence in the criminal calendar .",6,0
kbd-fragment07,2604,prefer,"Top of the Pops stuff does n't , in the sense that people who like to go and see live music do n't people who like that kind of music prefer the prefer it in a",30,0
b1g-fragment02,865,collect,"Since we are not yet able to predict all the interactions which may be important in a study of environmental problems , collecting potentially useful data as well as those believed central to the problem under study is often wise ;",22,0
kbp-fragment09,3844,turn,"Cup of tea , turn the car round and go back .",4,0
al0-fragment06,186,put,She went on to list her daughter 's achievements : She put in an irritation system,11,0
kbw-fragment17,6285,worry,Yeah have n't got to worry .,5,1
kbd-fragment07,2307,gon,"it 's gon na have to be erm erm dub dub wurgh wurgh erm tt I can get a delivery on Thursday , I need , we need a delivery on Thursday anyway",2,0
kbh-fragment02,119,say,"Listen , go away She does n't say go away very much now .",7,0
g0l-fragment01,302,stop,They never stopped being Germans .,2,1
a1x-fragment03,158,spread,This problem has spread to the UK .,3,1
kbw-fragment42,14937,eat,"Seemed to have got rather a lot of margarine on there , hope you 're going to eat all your toast today , not like yesterday",17,0
bpa-fragment14,2154,fall,"Delaney took risks , plummeting feet first through the hatchways , and partly breaking his descent with the handrails , falling like a parachutist , rolling instantly deploying his Uzi against",20,0
b1g-fragment02,1502,term,"For instance , Lioy and Daisey ( 1987 ) , in their work on the monitoring of toxic air pollution in New Jersey , construct what they term a microinventory for each of three towns , comprising the locations of chemical plants , metal processing plants , paint spray manufacturers and so on .",27,0
a1h-fragment06,126,organise,FISA was then a relatively unimportant body which organised European and other championships and participated in the running of Olympic regattas .,8,1
kcf-fragment14,1438,forget,has n't forgotten that .,2,0
b1g-fragment02,1254,cover,"The very narrow emergency planning zones contrast with those in the USA ( Collins 1981 ) , where planning is required up to 16 km from the site to cover exposure to radiation plumes .",29,0
ea7-fragment03,836,catch,They offered opportunities for men of skill to acquire great position in the world Arnoul of Ardres caught the eye of Countess Ida of Boulogne through his exploits ; and they also conferred lustre on the great Geoffrey le Bel and Philip of Alsace were throughout France for their distinguished performances in these show battles .,17,1
amm-fragment02,1757,submerge,Because their nasal openings were on the top of their heads they could even continue to breathe if it became necessary ( see p. 115 ) to totally submerge .,28,0
kbh-fragment01,51,put,"Well do n't put it on too loud , will you ?",3,1
kbd-fragment07,2536,mind,Mind you,0,0
clp-fragment01,807,use,"Some peaks of demand can be dealt with by using consultants , but they tend to be expensive and do not always fit well with ill-defined but important factors such as the favoured style of the organisation .",9,1
al2-fragment23,255,say,"Michael Freeman , the solicitor who advised the members on court action , said yesterday : This will cause the most dreadful hardship .",13,0
kbw-fragment04,2576,get,You 'll have to get to know is he in your ?,4,0
g0l-fragment01,253,hear,"He was thumbing through USA Today for the umpteenth time , looking for something he might have missed , when he heard her giggling .",21,0
alp-fragment01,84,aim,"In the first group session the counselling method is registered in the course tutor 's notes ( Menary , 1986 ) by the explanation : This session aims to get participants to consider the subject of alcohol in ways they had not thought of in the past ( p. 3 ) .",27,1
as6-fragment01,41,evolve,"As a consequence an underclass was evolving football hooligans , muggers , inner city rioters somewhat more frightening than their Dickensian forebears because they were mobile and all too visible .",6,1
kcv-fragment42,4257,stand,Move in there but let her stand,6,0
kbp-fragment09,3948,move,"and he claims to be er able to move things and do the poltergeist stunt , you know ?",8,0
c8t-fragment01,27,ring,He rang and there was only a short delay before Alice Mair opened the door .,1,0
bpa-fragment14,2236,hold,"She flushed , but held on to the phone .",4,0
fet-fragment01,68,dance,The arrested water shone and danced .,5,1
alp-fragment01,71,drink,"You will be expected to keep a drink diary throughout the course , and make attempts at reducing the amount you drink if it is greater than accepted healthy drinking levels .",7,0
kcu-fragment02,1492,turn,Right on top of him and it turned round and smacked,7,0
kcu-fragment02,1598,suppose,And I suppose I better get er Carl 's birthday card while I 'm at it .,2,0
b1g-fragment02,1533,evaluate,"This means in practice that district medical officers are charged with preparing an annual report , presenting and interpreting epidemiological data , identifying local health problems and evaluating service outcomes .",27,0
as6-fragment02,364,publish,"The need to support the police was accepted by both the Labour and the Conservative speakers in the parliamentary debate on the riots , and was established as a benchmark for the official response to the riots long before the Scarman Report was published in November 1981 .",43,0
bpa-fragment14,2185,wonder,He kept wondering how it had got Silk .,2,0
ajf-fragment07,223,reward,And virtue is rewarded .,3,1
ea7-fragment03,836,confer,They offered opportunities for men of skill to acquire great position in the world Arnoul of Ardres caught the eye of Countess Ida of Boulogne through his exploits ; and they also conferred lustre on the great Geoffrey le Bel and Philip of Alsace were throughout France for their distinguished performances in these show battles .,32,0
kbc-fragment13,6337,come,Has a leaflet come through .,3,0
kcv-fragment42,4667,know,Well not you know cleaning so I do n't know what kind of work they do .,3,0
kbw-fragment11,4264,think,I think he would would n't he ?,1,0
ccw-fragment03,1644,say,"The man you want to see , I said , is called Matthew McIllvanney and his office is the pink building with the outside staircase .",8,0
kcv-fragment42,4327,hmm,Hmm yes,0,0
ab9-fragment03,836,pack,"He was unsurprised to find her packed off firmly to take his sister home , leaving him as a person of major importance in what he instantly assumed to be a real murder .",6,0
crs-fragment01,77,know,I knew it was right for him this is where he learnt to join in and be like other children .,1,0
c8t-fragment01,129,grasp,"Anthony , recognizing incompetence , grasped Dalgliesh 's hair firmly with a sticky hand and he felt the momentary touch of a cheek , so soft that it was like the fall of a petal .",5,0
acj-fragment01,51,appear,"The Home Office is not bound by those opinions , and appears to depart from them frequently .",11,0
a1k-fragment02,60,write,"Marriott was the chirpy Cockney sparrer who lead The Small Faces , who performed that strange pigeon-toed shuffle on Top of the Pops and wrote Lazy Sunday Afternoon .",24,0
ab9-fragment03,941,mean,"I mean , they 're not open twelve hours like my shops , and they are n't using the space .",1,0
g0l-fragment01,276,go,They wanted to go there .,3,0
b1g-fragment02,748,amplify,In this way the chapters in this part present a number of perspectives which essentially complement and amplify the discussion in the previous part .,17,1
fet-fragment01,242,make,"Anyway , there I was , going up this endless corridor , thinking what to do about the mother , who blamed herself wi' reason mind you , she was one of those soft suckering witch-women , but that made it worse , not better and there was th' trolley wi' the dead girl on it , sliding by me sheet right over , porters in those soft theatre boots and floppy plastic bathcaps and when they 'd got past me and were turning i n't door , the first one looked at me from under his plastic frills like , with my own face .",39,1
b1g-fragment02,1344,play,"The examples described below illustrate all these , though as yet there do not appear to be many instances of disasters in the management of which GIS has played a significant part .",28,0
acj-fragment01,151,think,"Many people might think that a person who causes death whilst using an unlawfully held firearm or explosives ought to be convicted of murder because there is , generally speaking , no excuse for using such dangerous equipment .",3,0
kcu-fragment02,1958,get,"They got their head down , see that",1,1
