verb,sentence,verb_idx,label
begin,This economic measure does n't even begin to deal with the problem of inflation,6,0
believe,I believed his report,1,0
believe,I believe that he will come back from the war,1,0
believe,""" When you hear his sermons , you will be able to believe , too """,12,0
believe,You can not believe this man,3,0
belong,This book belongs to me,2,0
belong,This student somehow does n't belong,5,0
belong,Where do these books belong ?,4,0
belong,The whales belong among the mammals,2,0
belong,They belong to the same political party,1,0
belong,the uniform looks like it belonged to a museum collection,5,0
besiege,The Turks besieged Vienna,2,0
besiege,She was besieged by so many problems that she got discouraged,2,1
besiege,The press photographers besieged the movie star,3,0
bind,The Chinese would bind the feet of their women .,3,0
bind,They bind their books in leather .,1,0
bind,The hydrogen binds the oxygen .,2,0
blast,She tended to blast when speaking into a microphone,3,1
blast,the air conditioning was blasting cold air at us,4,0
blast,blast a passage through the mountain,0,0
blast,blast a tunnel through the Alps,0,0
blast,the gunman blasted away,2,0
blaze,Meteors blazed across the atmosphere .,1,1
blaze,He blazed away at the men .,1,1
blaze,The summer sun alone can cause a pine to blaze .,9,0
blaze,The spaceship blazed out into space .,2,1
blend,She blended the nuts and raisins together .,1,0
blend,This flavor will blend with those in your dish .,3,0
blend,The colors blend well .,2,0
blister,Her feet blistered during the long hike .,2,0
blister,The Senator blistered the administration in his speech on Friday .,2,1
blister,The tight shoes and perspiration blistered her feet .,5,0
blur,The haze blurs the hills,2,0
blur,The fog blurs my vision,2,0
blur,The distinction between the two theories blurred,6,1
bob,The boys bobbed down the hill screaming with pleasure,2,0
bob,Bernice bobs her hair these days !,1,0
bolt,She bolted from her seat,1,0
bolt,The listeners bolted when he discussed his strange ideas,2,0
bolt,Do n't bolt your food !,2,1
boost,The tax cut will boost the economy .,4,1
boost,Boost the voltage in an electrical circuit .,0,0
boost,The singer had to be boosted onto the stage by a special contraption .,5,0
bother,Mosquitoes buzzing in my ear really bothers me,6,0
bother,Do n't bother the professor while she is grading term papers,2,0
bother,The mere thought of her bothered him and made his heart beat faster,5,0
bounce,The rubber ball bounced,3,0
bounce,He bounced to his feet,1,0
bounce,The ex - boxer 's job is to bounce people who want to enter this private club,8,1
bow,He bowed before the King,1,0
bow,The government bowed to the military pressure,2,1
bow,He bowed before the King,1,0
bow,She bowed before the Queen,1,0
breathe,I can breathe better when the air is clean,2,0
breathe,Every creature that breathes,3,0
breathe,He breathed new life into the old house,1,1
breathe,Our new synthetic fabric breathes and is perfect for summer wear,4,1
breathe,She breathes the Christian spirit,1,1
breathe,This rare Bordeaux must be allowed to breathe for at least 2 hours,7,1
brush,Johnson brushed the hairs from his jacket,1,0
brush,He brushed the wall lightly,1,0
brush,She brushed the suit before hanging it back into the closet,1,0
brush,Her long skirt brushed the floor,3,0
brush,brush away the crumbs,0,0
brush,brush the bread with melted butter,0,0
build,Suspense was building right from the beginning of the opera,2,0
build,The government is building new schools in this state,3,0
build,build a modern nation,0,0
build,These architects build in interesting and new styles,2,0
build,build a defense on nothing but the accused person 's reputation,0,0
buy,This sum will buy you a ride on the train,3,0
buy,She wanted to buy his love with her dedication to him and his work,3,0
buy,I ca n't buy this story,3,1
buzz,bees were buzzing around the hive,2,0
buzz,Planes buzzed the crowds in the square,1,0
buzz,This office is buzzing with activity,3,1
buzz,he buzzed the servant,1,1
capture,capture the essence of Spring,0,1
capture,She captured all the men 's hearts,1,1
capture,This nucleus has captured the slow - moving neutrons,3,0
challenge,She challenged his claims,1,0
challenge,Fischer challenged Spassky to a match,1,0
challenge,The illegal immigrant was challenged by the border guard,4,0
change,Father had to learn how to change the baby,6,0
change,She changed completely as she grew older,1,0
change,her mood changes in accordance with the weather,2,0
change,Would you change places with me ?,2,0
change,She changed in Chicago on her way to the East coast,1,0
change,His voice began to change when he was 12 years old,4,0
cheer,everybody cheered the birthday boy,1,0
cheer,She tried to cheer up the disappointed child when he failed to win the spelling bee,3,0
cheer,The crowd cheered the demonstrating strikers,2,0
circulate,This letter is being circulated among the faculty .,4,0
circulate,Blood circulates in my veins .,1,0
circulate,The fan circulates the air in the room .,2,0
circulate,She circulates among royalty .,1,1
claim,He claimed that he killed the burglar,1,0
claim,He claimed his suitcases at the airline counter,1,0
claim,They claimed on the maximum allowable amount,1,0
claim,the accident claimed three lives,2,0
clamor,he clamored for justice and tolerance,1,0
clamor,The delegates clamored their disappointment,2,1
clamor,They clamored the mayor into building a new park,1,0
clap,The judge clapped him in jail,2,1
clap,The big bird clapped its wings,3,0
clap,The children were clapping to the music,3,0
clap,the wings of the birds clapped loudly,5,0
clap,clap two boards together,0,0
claw,They clawed their way to the top of the mountain .,1,1
claw,She clawed the doorknob .,1,1
claw,The politician clawed his rival .,2,1
clean,The dentist cleaned my teeth,2,0
clean,clean grain before milling it,0,0
clean,clean up before you see your grandparents,0,0
clean,This stove cleans easily,2,0
clean,The other players cleaned him completely,3,0
clean,The boys cleaned the sandwich platters,2,0
climb,Did you ever climb up the hill behind your house ?,3,0
climb,Sales were climbing after prices were lowered,2,1
climb,The path climbed all the way to the top of the hill,2,1
climb,This young man knows how to climb the social ladder,6,1
climb,prices climbed steeply,1,1
clog,The leaves clog our drains in the Fall,2,0
clog,horses were clogged until they were tamed,2,1
clog,The market is being clogged by these operations,4,1
clog,Fear clogged her mind,1,1
cloud,The stars are obscured by the clouds .,6,0
cloud,The smoke clouded above the houses .,2,0
cloud,Their faces were clouded with sadness .,3,1
cloud,The stroke clouded memories of her youth .,2,1
cloud,The chemical clouded the liquid to which it was added .,2,1
color,The child colored the drawings,2,0
color,My personal feelings color my judgment in this case,3,1
color,His political ideas color his lectures,3,1
color,color the walls with paint in warm tones,0,0
commit,She committed herself to the work of God,1,0
commit,""" After the second episode , she had to be committed """,10,0
commit,commit a random act of kindness,0,0
communicate,Please communicate this message to all employees,1,0
communicate,He communicated his anxieties to the psychiatrist,1,0
communicate,communicate a disease,0,0
communicate,The rooms communicated,2,1
communicate,He and his sons have n't communicated for years,6,0
compare,John compared his haircut to his friend 's,1,0
compare,This car does not compare with our line of Mercedes,4,0
compare,We can compare the Han dynasty to the Romans,2,0
compose,Greed and ambition composed his personality,3,1
compose,Beethoven composed nine symphonies,1,0
compose,She had to compose herself before she could reply to this terrible insult,3,0
computerize,They computerized the car industry,1,0
condemn,We condemn the racism in South Africa,1,0
condemn,The building was condemned by the inspector,3,0
condemn,His devotion to his sick wife condemned him to a lonely existence,6,1
condemn,Her strange behavior condemned her,3,0
condemn,He was condemned to ten years in prison,2,0
condemn,the county condemned the land to build a highway,2,0
condense,condense the contents of a book into a summary,0,0
condense,The cold air condensed the steam,3,0
condense,Her feelings condensed,2,1
condense,All our planets condensed out of the same material,3,0
condense,Congress condensed the three - year plan into a six - month plan,1,0
conduct,You can not conduct business like this,3,0
conduct,conduct an orchestra ; Barenboim conducted the Chicago symphony for years,5,0
conduct,Bernstein conducted Mahler like no other conductor,1,0
confirm,his story confirmed my doubts,2,0
confirm,The witnesses confirmed the victim 's account,2,0
confirm,The Senate confirmed the President 's candidate for Secretary of Defense,2,0
confirm,the children were confirmed in their mother 's faith,3,0
confront,You must confront your opponent,2,0
confront,You must confront your problems,2,0
confront,We confronted him with the evidence,1,0
confront,The child screamed when he confronted the man in the Halloween costume,5,0
confuse,These questions confuse even the experts .,2,0
confuse,The constant attention of the young man confused her .,7,0
confuse,Her remarks confused the debate .,2,0
consider,consider the possibility of moving,0,0
consider,You must consider her age,2,0
consider,They considered the possibility of a strike,1,0
consider,Please consider your family,1,0
consolidate,The companies consolidated,2,0
consolidate,consolidate one 's gains,0,0
consolidate,The town and county schools are being consolidated,7,0
consolidate,The mud had consolidated overnight,3,0
consolidate,consolidate fibers into boards,0,0
constitutionalize,The United States were constitutionalized in the late 18th century,4,0
constitutionalize,A good way of exercising is to constitutionalize,7,0
constitutionalize,A woman 's right to an abortion was constitutionalized in the 1970 's,8,0
construct,construct an equilateral triangle,0,0
construct,construct a sentence,0,0
construct,construct an argument,0,0
consume,The fire consumed the building,2,1
consume,this car consumes a lot of gas,2,0
consume,The effort to pass the exam consumed all his energy,6,0
continue,We continued to work into the night,1,0
continue,The bad weather continued for two more weeks,3,0
continue,We can not continue several servants any longer,3,0
continue,We continued our research into the cause of the illness,1,0
continue,The demonstration continued after a break for lunch,2,0
converge,The crowd converged on the movie star .,2,0
converge,Social forces converged to bring the Fascists back to power .,2,1
convulse,The comedian convulsed the crowd,2,1
convulse,earthquakes convulsed the countryside,1,0
convulse,The spasm convulses her facial muscles,2,0
convulse,The muscles in her face convulsed,5,0
cook,My husband does n't cook,4,0
cook,These potatoes have to cook for 20 minutes,4,0
cook,The apothecary cooked the medicinal mixture in a big iron kettle,2,0
correct,engineers will work to correct the effects or air resistance,4,0
correct,the stock market corrected,3,1
correct,The new contact lenses will correct for his myopia,5,0
count,Can you count the books on your shelf ?,2,0
count,The toddler could count to 100,3,0
count,The academy counts several Nobel Prize winners among its members,2,0
count,I can count my colleagues in the opposition,2,0
count,each answer counts as three points,2,0
count,you can count on me to help you any time,2,1
crawl,The crocodile was crawling along the riverbed,3,0
crawl,My skin crawled -- I was terrified,2,1
crawl,The old cheese was crawling with maggots,4,1
crawl,European children learn the breast stroke ; they often do n't know how to crawl,14,0
credit,We credited her for saving our jobs,1,0
credit,She was not properly credited in the program,4,0
credit,We credit your account with $ 100,1,0
crown,The prince was crowned in Westminster Abbey,3,0
crown,The speech crowned the meeting,2,1
crown,A weather vane crowns the building,3,1
crush,crush an aluminum can,0,0
crush,The car crushed the toy,2,0
crush,She was crushed by his refusal of her invitation,2,1
crush,The plastic bottle crushed against the wall,3,0
culminate,The meeting culminated in a tearful embrace .,2,1
culminate,Seurat culminated pointillism .,1,1
culminate,The helmet culminated in a crest .,2,0
curl,The cigar smoke curled up at the ceiling .,3,1
curl,She curled farther down under the covers .,1,1
curl,""" Curl my hair , please . """,1,0
dance,The young girl danced into the room .,3,0
dance,My husband and I like to dance at home to the radio .,6,0
dance,The children danced with joy .,2,0
dash,She dashed into the yard,1,0
dash,He dashed the plate against the wall,1,0
dash,dashed ambitions and hopes,0,1
dash,dashed by the refusal,0,1
dash,blue paint dashed with white,2,0
date,The package is dated November 24,3,0
date,Scientists often can not date precisely archeological or prehistorical findings,4,0
date,She wrote the letter on Monday but she dated it Saturday so as not to reveal that she procrastinated,8,0
dawn,It dawned on him that she had betrayed him,1,1
dawn,The age of computers had dawned,5,1
dawn,""" It started to dawn , and we had to get up """,4,0
debut,The band debuts a new song or two each month,2,0
debut,""" The new ballet that debuts next months at Covent Garden , is already sold out """,5,0
debut,This young soprano debuts next month at the Metropolitan Opera,3,0
decide,We finally decided after lengthy deliberations,2,0
decide,The case was decided,3,0
decide,This new development finally decided me !,4,0
decide,The vote in New Hampshire often decides the outcome of the Presidential election,6,0
declare,He declared that he needed more money to carry out the task he was charged with,1,0
declare,The President declared war,2,0
declare,He declared that he was innocent,1,0
declare,She was declared incompetent,2,0
declare,Do you have anything to declare ?,5,0
declare,His wife declared at once for moving to the West Coast,2,0
decline,he declined to join the group on a hike,1,0
decline,The roof declines here,2,0
decline,""" in many languages , speakers decline nouns , pronouns , and adjectives """,6,0
deflate,deflate the air mattress,0,0
deflate,The bad review of his work deflated his self - confidence,6,1
deflate,The new measures deflated the economy,3,1
deflate,deflate the currency,0,1
deflate,The balloons deflated,2,0
deform,the heat deformed the plastic sculpture,2,0
deform,The sidewalk deformed during the earthquake,2,0
deform,His body was deformed by leprosy,3,0
dehydrate,All this exercise and sweating has dehydrated me .,6,0
dehydrate,""" In the desert , you get dehydrated very quickly . """,7,0
demand,The victim 's family is demanding compensation,5,0
demand,The bank demanded payment of the loan,2,0
demand,I demand an explanation,1,0
denote,Her smile denoted that she agreed,2,0
denote,` multi- ' denotes ` many ',3,0
denote,She denoted her feelings clearly,1,0
depress,These news depressed her,2,0
depress,The lack of rain had depressed the water level in the reservoir,5,1
depress,The rising inflation depressed the economy,3,0
desert,The mother deserted her children,2,0
desert,""" If soldiers deserted Hitler 's army , they were shot """,3,0
desert,the students deserted the campus after the end of exam period,2,0
design,This room is not designed for work .,4,0
design,Chanel designed the famous suit .,1,0
design,It is difficult to design a better mousetrap .,4,0
design,Dupont designs for the house of Chanel .,1,0
design,She designed a good excuse for not attending classes that day .,1,1
design,She designed to go far in the world of business .,1,0
devour,Fire had devoured our home,2,1
devour,She devoured his novels,1,1
devour,he devoured three sandwiches,1,0
digest,I can not digest milk products,3,0
digest,I can not digest all this information,3,1
digest,Protein digests in a few hours,1,0
digest,the government digested the entire law into a code,2,1
discolor,The painting discolored .,2,0
discolor,The detergent discolored my shirts .,2,0
discolor,The shirts discolored .,2,0
dismiss,She dismissed his advances,1,0
dismiss,This case is dismissed !,3,0
dismiss,I was dismissed after I gave my report,2,0
distil,The doctor distilled a few drops of disinfectant onto the wound,2,0
distill,distill the essence of this compound,0,0
distill,The acid distills at a specific temperature,2,0
divide,divide the cake into three equal parts,0,0
divide,Can you divide 49 by seven ?,2,0
divide,The mountain range divides the two countries,3,0
double,The population doubled within 50 years,2,0
double,He doubled and vomited violently,1,0
double,She doubles as his wife and secretary,1,0
down,He downed three martinis before dinner .,1,1
down,Some people can down a pound of meat in the course of one meal .,3,1
down,The policeman downed the heavily armed suspect .,2,1
downsize,Three secretaries were downsized during the financial crisis .,3,1
downsize,The car makers downsized the SUVs when fuel became very expensive .,3,1
downsize,The company downsized its research staff .,2,0
drain,The rain water drains into this big vat .,3,0
drain,The exercise class drains me of energy .,3,1
drain,We drained the oil tank .,1,0
drain,Life in the camp drained him .,4,1
drift,snow drifting several feet high,1,0
drift,stock prices are drifting higher,3,1
drift,My son drifted around for years in California before going to law school,2,1
drift,The unknown young man drifted among the invited guests,4,1
drift,drift the boats downstream,0,0
drift,drift the cattle herds westwards,0,0
drift,The stock market drifted upward,3,1
drink,The patient must drink several liters each day,3,0
drink,We were up drinking all night,3,0
drink,The mother drinks in every word of her son on the stage,2,1
drink,The husband drinks and beats his wife,2,0
drown,I was drowned in work,2,1
drown,She drowned her trouble in alcohol,1,1
drown,The child drowned in the lake,2,0
drown,He drowned the kittens,1,0
dull,Age had dulled the surface,2,0
dull,the varnished table top dulled with time,4,0
dull,Too much cutting dulls the knife 's edge,3,0
dull,Middle age dulled her appetite for travel,2,1
dump,The company dumped him after many years of service,2,1
dump,The truck dumped the garbage in the street,2,0
ease,He eased himself into the chair,1,0
ease,ease the pain in your legs,0,0
ease,The news eased my conscience,2,0
eat,She was eating a banana,2,0
eat,We did not eat until 10 P.M. because there were so many phone calls,3,0
eat,This dog does n't eat certain kinds of meat,4,0
emerge,""" Suddenly , the proprietor emerged from his office """,5,0
emerge,Some nice results emerged from the study,3,1
emerge,He felt new emotions emerge,4,0
end,She ended their friendship when she found out that he had once been convicted of a crime .,1,0
end,This sad scene ended the movie .,3,0
end,The terrible news ended our hopes that he had survived .,3,0
engrave,engraved the trophy cupt with the winner 's,0,0
engrave,The event engraved itself into her memory,2,1
engrave,engrave the pen with the owner 's name,0,0
erase,The Turks erased the Armenians in 1915,2,1
erase,Please erase the formula on the blackboard -- it is wrong !,1,0
erase,Who erased the files form my hard disk ?,1,0
erupt,Unrest erupted in the country,1,1
erupt,The tooth erupted and had to be extracted,2,1
erupt,Vesuvius erupts once in a while,1,0
erupt,A rash erupted on her arms after she had touched the exotic plant,2,1
escape,The convicted murderer escaped from a high security prison,3,0
escape,We escaped to our summer house for a few days,1,1
escape,Gas escaped into the bedroom,1,0
excavate,Schliemann excavated Troy .,1,0
excavate,Carnegie had a lake excavated for Princeton University 's rowing team .,4,0
excavate,The mining company wants to excavate the hillside .,5,0
exclude,The bad results were excluded from the report,4,0
exclude,The cost for the trip excludes food and beverages,5,0
exclude,The unruly student was excluded from the game,4,0
excuse,Please excuse my dirty hands,1,0
excuse,Please excuse me from this class,1,0
excuse,Your need to sleep late does not excuse your late arrival at work,7,0
excuse,excuse someone 's behavior,0,0
execute,""" In some states , criminals are executed """,7,0
execute,The Mafioso who collaborated with the police was executed,8,0
execute,execute the decision of the people,0,0
execute,execute a will or a deed,0,0
execute,The President executed the treaty,2,0
exhaust,This kind of work exhausts me .,4,0
exhaust,One should not exhaust one 's savings .,3,1
exhaust,We have exhausted the food supplies .,2,1
expect,The meteorologists are expecting rain for tomorrow,3,0
expect,We were expecting a visit from our relatives,2,0
expect,I 'm expecting a full explanation as to why these files were destroyed,2,0
expect,She is expecting in March,2,0
explode,We exploded the nuclear bomb,1,0
explode,The champagne bottle exploded,3,0
explode,The boss exploded when he heard of the resignation of the secretary,2,1
explode,The enemy exploded the bridge,2,0
exploit,He exploit the new taxation system,1,0
exploit,we must exploit the resources we are given wisely,2,0
exploit,he is exploiting the students,2,0
express,Can you express this distance in kilometers ?,2,0
express,Many of the laboratory animals express the trait .,5,1
express,Italians express coffee rather than filter it .,1,0
express,She expressed the letter to Florida .,1,0
face,The two sofas face each other .,3,0
face,Turn and face your partner now .,2,1
face,A glossy material faced the lapels of the jacket .,3,1
face,The building was faced with beautiful stones .,3,1
factor,a quantum computer can factor the number 15,4,0
factor,make things factor into a company 's profitability,2,0
factor,You must factor in the recent developments,2,0
fasten,He fastened the lock onto the door .,1,0
fasten,This dress fastens in the back .,2,0
fasten,They fastened various nicknames to each other .,1,1
fear,I fear she might get aggressive,1,0
fear,I fear the winters in Moscow,1,0
fear,I fear I wo n't make it to your wedding party,1,0
fear,I fear the results of the final exams,1,0
ferment,The Middle East is fermenting,4,1
ferment,Islam is fermenting Africa,2,1
ferment,We ferment the grapes for a very long time to achieve high alcohol content,1,0
fill,fill the child with pride,0,1
fill,The pool slowly filled with water,3,0
fill,The liquid fills the container,2,0
fill,He filled up on turkey,1,0
finish,He finished the dishes,1,0
finish,The carpenter finished the table beautifully,2,0
finish,That finished me with Mary,1,0
fire,The boss fired his secretary today,2,0
fire,The soldiers were fired,3,0
fire,Oil fires the furnace,1,0
fit,This piece wo n't fit into the puzzle,4,0
fit,He fitted other pieces of paper to his cut - out,1,0
fit,Can you fit the toy into the box ?,2,0
fit,How does this shirt fit ?,4,0
flap,flags flapped in the strong wind,1,0
flap,The bird flapped its wings,2,0
flap,The bird 's wings were flapping,5,0
flare,Every star seemed to flare with new intensity .,4,1
flare,The bellbottom pants flare out .,3,0
flare,The night sky flared with the massive bombardment .,3,1
flash,The lights were flashing,3,0
flash,The headlines flashed on the screen,2,0
flash,The latest intelligence is flashed to all command posts,4,1
flash,he flashed a $ 100 bill,1,1
flash,A shooting star flashed and was gone,3,0
flick,The lights flicked on and off .,2,0
flick,He flicked a piece of paper across the table .,1,0
flick,The father flicked him with his hand .,2,1
float,He floated the logs down the river,1,0
float,The Republicans are floating the idea of a tax reform,3,1
float,The dancer floated across the stage,2,1
float,The government floated the ruble for a few months,2,1
flood,The swollen river flooded the village,3,0
flood,flood the market with tennis shoes,0,1
flood,Our basement flooded during the heavy rains,2,0
flow,The crowd flowed out of the stadium,2,1
flow,Water flowed into the cave,1,0
flow,The artist flowed the washes on the paper,2,1
flow,The champagne flowed at the wedding,2,1
flush,The garbage flushed down the river,2,0
flush,the sky flushed with rosy splendor,2,1
flush,flush the wound with antibiotics,0,1
form,social groups form everywhere,2,0
form,This wall forms the background of the stage setting,2,1
form,form the young child 's character,0,1
form,the water formed little beads,2,0
fracture,This writer really fractures the language .,3,1
fracture,These events could fracture the balance of power .,3,1
fracture,The pothole fractured a bolt on the axle .,2,0
fracture,The tibia fractured from the blow of the iron pipe .,2,0
fuel,""" fuel aircraft , ships , and cars """,1,0
fuel,The tanker fueled in Bahrain,2,0
fuel,fuel the debate on creationism,0,1
gag,The press was gagged,3,1
gag,The burglars gagged the home owner and tied him to a chair,2,0
gag,The students were gagging during dinner,3,0
gag,he swallowed a fishbone and gagged,5,0
gain,The home team was gaining ground,4,0
gain,The stock market gained 24 points today,3,0
gain,the peace movement gained momentum,3,0
gain,She gained 20 pounds when she stopped exercising,1,0
gallop,He was galloping down the road,2,0
gallop,The horse was galloping along,3,0
gallop,Did you gallop the horse just now ?,2,0
gather,I gather you have not done your homework .,1,1
gather,She gathered her shawl around her shoulders .,1,0
gather,Our ancestors gathered nuts in the Fall .,2,0
glare,The girl glared at the man who tried to make a pass at her,2,0
glare,The moon glared back at itself from the lake 's surface,2,1
glare,The sun glared down on us,2,1
glow,The fireflies were glowing and flying about in the garden,3,0
glow,Her face glowed when she came out of the sauna,2,1
glow,The coals were glowing in the dark,3,0
glow,Make the people 's hearts glow,5,1
govern,His belief in God governs his conduct,4,0
govern,Who is governing the country now ?,2,0
govern,most transitive verbs govern the accusative case in German,3,1
grab,The passenger grabbed for the oxygen mask,2,0
grab,She grabbed the child 's hand and ran out of the room,1,0
grab,This story will grab you,3,1
gravitate,The conversation gravitated towards politics,2,1
gravitate,Boys gravitate towards girls at that age,1,0
gravitate,The stars gravitate towards each other,2,0
grind,grind the spices in a mortar,0,0
grind,grind designs into the glass bowl,0,0
grind,grind lenses for glasses and cameras,0,0
grope,She groped for her glasses in the darkness of the bedroom,1,0
grope,His mind groped to make the connection,2,1
grope,He made some sexual advances at the woman in his office and groped her repeatedly,12,0
grow,The tree trunks had grown together,4,0
grow,Corn does n't grow here,3,0
grow,He grows vegetables in his backyard,1,0
guard,There will be men guarding the horses .,4,0
guard,Please guard my possessions while I 'm away .,1,0
guard,This vaccine will guard you against infection .,3,1
gutter,The cooling lava continued to gutter toward lower ground .,5,1
gutter,Tears guttered down her face .,1,1
gutter,The heavy rain guttered the soil .,3,1
gutter,The roofer began to gutter the buildings .,4,0
hack,I ca n't hack it anymore,3,1
hack,he hacked his way through the forest,1,0
hack,The patient with emphysema is hacking all day,5,0
hail,The critics hailed the young pianist as a new Rubinstein,2,0
hail,She hails from Kalamazoo,1,0
hail,It hailed for an hour,1,0
harmonize,The colors do n't harmonize,4,1
harmonize,harmonize the different interests,0,0
harmonize,harmonize one 's goals with one 's abilities,0,1
head,where is she heading,3,0
head,Who is heading this project ?,2,0
head,The procession was headed by John,3,1
head,This student heads the class,2,1
head,These rivers head from a mountain range in the Himalayas,2,1
head,The list was headed by the name of the president,3,0
head,The wheat headed early this year,2,1
heap,He heaped him with work,1,1
heap,heap firewood around the fireplace,0,0
heap,heap the platter with potatoes,0,0
